procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0  63173    209    268    0    0     0     1    0    0 38  2 60  0  0	
 4  0      0  62733    209    269    0    0     0    61 4370 3232  4  0 95  0  0	
 2  0      0  62566    209    269    0    0     0    13 4038 2624  6  0 94  0  0	
 2  0      0  62567    209    269    0    0     0    11 4069 2681  6  0 94  0  0	
 4  0      0  62568    209    269    0    0     0     0 3521 2756  6  0 94  0  0	
 2  0      0  62569    209    269    0    0     0    13 3977 2619  6  0 94  0  0	
 4  0      0  62570    209    269    0    0     0     0 3115 2445  6  0 94  0  0	
 2  0      0  62570    209    269    0    0     0     6 3496 2545  6  0 94  0  0	
 4  0      0  62571    209    269    0    0     0    43 4374 3323  6  0 94  0  0	
 3  0      0  62571    209    269    0    0     0     8 4747 4130  6  0 94  0  0	
 2  0      0  62572    209    269    0    0     0     6 4525 3676  6  0 94  0  0	
 1  0      0  62985    209    269    0    0     0     8 3594 3291  3  0 97  0  0	
 2  0      0  62975    209    269    0    0     0     0 3905 3204  4  0 96  0  0	
 4  0      0  62565    209    269    0    0     0    15 4446 3132  6  0 94  0  0	
 1  0      0  62999    209    269    0    0     0    16 2954 2682  5  0 95  0  0	
 1  0      0  63000    209    269    0    0     0     0 2064 2240  3  0 97  0  0	
 2  0      0  63001    209    269    0    0     0     3 2079 2262  3  0 97  0  0	
 1  0      0  63002    209    269    0    0     0    14 2058 2233  3  0 97  0  0	
 1  0      0  63002    209    269    0    0     0     0 2244 2339  3  0 97  0  0	
 1  0      0  63003    209    269    0    0     0     0 3303 2922  3  0 97  0  0	
 1  0      0  63004    209    269    0    0     0     0 3211 2739  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0  63004    209    269    0    0     0     6 3346 2995  3  0 97  0  0	
 1  0      0  63004    209    269    0    0     0    15 3184 2685  3  0 97  0  0	
 2  0      0  63002    209    269    0    0     0     0 3256 2531  3  0 97  0  0	
 1  0      0  63002    209    269    0    0     0    15 3024 2431  3  0 97  0  0	
 2  0      0  63003    209    269    0    0     0     0 3035 2463  3  0 97  0  0	
 1  0      0  63003    209    269    0    0     0     0 3011 2392  3  0 97  0  0	
 2  0      0  63004    209    269    0    0     0     3 3000 2384  3  0 97  0  0	
 1  0      0  63004    209    269    0    0     0     0 3009 2400  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3006 2385  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3010 2407  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0    14 3054 2474  3  0 97  0  0	
 3  0      0  63005    209    269    0    0     0     6 3029 2439  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3022 2419  3  0 97  0  0	
 3  0      0  63005    209    269    0    0     0     0 3025 2437  3  0 97  0  0	
