procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0  62834    209    600    0    0     0     1    0    0 38  2 60  0  0	
28  0      0  62481    209    600    0    0     0     0 28306 11605 82  1 17  0  0	
47  0      0  62481    209    600    0    0     0     0 26908 11238 80  0 20  0  0	
51  0      0  62481    209    600    0    0     0     0 28099 11108 84  0 16  0  0	
19  0      0  62483    209    600    0    0     0     0 27166 11155 81  0 19  0  0	
46  0      0  62483    209    600    0    0     0    64 27648 11673 83  0 17  0  0	
62  0      0  62483    209    600    0    0     0     0 27232 11199 81  0 19  0  0	
50  0      0  62485    209    601    0    0     0     0 27020 11572 81  0 19  0  0	
19  0      0  62485    209    601    0    0     0     0 27504 11137 82  0 18  0  0	
33  0      0  62485    209    601    0    0     0     0 27728 11346 83  0 17  0  0	
38  0      0  62487    209    601    0    0     0     0 27143 11366 81  0 19  0  0	
35  0      0  62487    209    601    0    0     0     0 27009 11340 81  0 19  0  0	
46  0      0  62487    209    601    0    0     0     0 27453 11355 82  0 18  0  0	
35  0      0  62489    209    601    0    0     0     0 27350 11016 82  0 18  0  0	
46  0      0  62489    209    601    0    0     0     0 28192 11442 84  0 16  0  0	
34  0      0  62489    209    601    0    0     0     0 27021 11109 81  0 19  0  0	
48  0      0  62490    209    601    0    0     0     0 27530 11198 83  0 17  0  0	
48  0      0  62491    209    601    0    0     0     0 27245 11414 81  0 19  0  0	
42  0      0  62491    209    601    0    0     0     0 26806 11096 80  0 20  0  0	
34  0      0  62492    209    601    0    0     0     0 27126 11271 81  0 19  0  0	
26  0      0  62492    209    601    0    0     0     0 27659 11263 83  0 17  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
50  0      0  62492    209    601    0    0     0     0 26979 11422 81  0 19  0  0	
38  0      0  62492    209    601    0    0     0     0 26820 11210 80  0 20  0  0	
 7  0      0  62492    209    601    0    0     0     0 27110 11408 81  0 19  0  0	
20  0      0  62492    209    601    0    0     0     0 26886 11191 80  0 20  0  0	
54  0      0  62492    209    601    0    0     0     0 26996 11509 81  0 19  0  0	
47  0      0  62492    209    601    0    0     0     0 27532 11208 82  0 18  0  0	
45  0      0  62492    209    601    0    0     0     0 27401 11544 81  0 18  0  0	
49  0      0  62492    209    601    0    0     0     0 27410 11182 82  0 18  0  0	
47  0      0  62492    209    601    0    0     0     0 27520 11137 82  0 18  0  0	
